_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
214.10030820829, +13.80727591146, BD    , 2MASS J14162408+1348263     , 214.100704871, +13.807844591, 107.7375,   0.2163, 2020yCat.1350....0G            ,     86.670165786,      0.290933640,    127.952824198,      0.197732030, 2020yCat.1350....0G           ,  -87.0000,   33.0000, 2009yCat.2294....0A, L6      ,  3, 18.35384,       , 21.55228, 16.68189,       ,       ,       ,       ,       , 13.148, 12.456, 12.114, 1227133699053734528, 1227133699053734528, 2MASS J14162408+1348263   ,                  ,           ,             , 
115.08661944890, -17.41365468634, WD    , GJ 283 A                    , 115.091923377, -17.416066116, 109.3440,   0.0181, 2020yCat.1350....0G            ,   1138.689892349,      0.018136192,   -542.555901969,      0.015911164, 2020yCat.1350....0G           ,  -10.0000,   13.4000, 2002AJ....124.1118S, DZA     ,  3, 12.97021,       , 13.08942, 12.74771,       , 13.360, 13.061, 12.886, 12.700, 12.653, 12.611, 12.583, 5717278911884258176, 5717278911884258176, LAWD 25                   ,                  , GJ 283 A  ,             , 
115.08071593688, -17.41275359613, LM    , GJ 283 B                    , 115.086082968, -17.415137720, 109.2545,   0.0392, 2020yCat.1350....0G            ,   1152.243039954,      0.038188595,   -536.411721091,      0.035935283, 2020yCat.1350....0G           ,  -28.8110,    0.0320, 2020A&A...636A..36L, M6.5e   ,  3, 13.95689,       , 16.88539, 12.50605,       , 17.600, 16.696, 14.695, 12.370, 10.155,  9.628,  9.291, 5717278911884264576, 5717278911884264576, GJ 283 B                  ,                  , GJ 283 B  ,             , 
108.34283124866, -29.29658762443, BD    , WISE J071322.55-291751.9    , 108.344602000, -29.298377000, 109.3000,   2.1000, 2021ApJS..253....7K            ,    354.100000000,      0.900000000,   -410.300000000,      0.900000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0      , 20,         ,  24.82,         ,         ,       ,       ,       ,       ,       , 19.420, 20.190, 21.300,                    ,                    , WISE J071322.55-291751.9  ,                  ,           ,             , 
058.84738996261, +11.56216584246, BD    , 2MASS J03552337+1133437     , 058.848402427, +11.559360051, 109.1381,   0.4833, 2020yCat.1350....0G            ,    223.181835917,      0.593556900,   -631.303474856,      0.365523960, 2020yCat.1350....0G           ,   11.9200,    0.2200, 2010ApJ...723..684B, L5.5    ,  3, 19.56068,       , 21.54286, 17.96755,       ,       ,       ,       ,       , 14.050, 12.530, 11.526, 3303349202364648320, 3303349202364648320, 2MASS J03552337+1133437   ,                  ,           ,             , 
323.73640500000, -71.62905000000, BD    , WISEP J213456.73-713743.6   , 323.736405000, -71.629050000, 109.1000,   3.7000, 2019ApJS..240...19K            ,   1337.000000000,     36.700000000,   -112.000000000,     36.300000000, 2011ApJS..197...19K           ,          ,          ,                    , T9pec   , 20,         ,  24.81,         ,         ,       ,       ,       ,       ,       , 19.280, 19.700,       ,                    ,                    , WISEP J213456.73-713743.6 ,                  ,           ,             , 
178.24486391341, +37.71868169906, *     , HD 103095                   , 178.267353208, +37.692826947, 109.0296,   0.0197, 2020yCat.1350....0G            ,   4002.654640989,      0.015417756,  -5817.800194049,      0.015943848, 2020yCat.1350....0G           ,  -98.0080,    0.0032, 2018A&A...616A...7S, K1      ,  3,  6.19850,       ,  6.60742,  5.60577,  7.380,  7.200,  6.450,  5.800,  5.350,  4.937,  4.500,  4.373, 4034171629042489088, 4034171629042489088, HD 103095                 , CF UMa           , GJ 451    , HD 103095   , HIP 57939
205.68028782091, +33.29009012387, LM    , Ross 1015                   , 205.679693362, +33.286923866, 108.7903,   0.0440, 2020yCat.1350....0G            ,   -111.804655418,      0.032756653,   -712.408340513,      0.028228005, 2020yCat.1350....0G           ,    6.7530,    0.0169, 2018A&A...616A...7S, M3.5    ,  3, 10.71994,       , 12.26426,  9.49931,       , 14.380, 13.896, 11.672,       ,  7.787,  7.212,  6.982, 1470462322431520384, 1470462322431834880, Ross 1015                 ,                  , GJ 3801   ,             , HIP 66906
197.96830761132, +27.87818397533, *     , bet Com                     , 197.964281613, +27.882105373, 108.7250,   0.1645, 2020yCat.1350....0G            ,   -800.720102075,      0.121436760,    882.301323785,      0.088899490, 2020yCat.1350....0G           ,    5.2970,    0.0090, 2018A&A...616A...7S, G0      ,  3,  4.09328,       ,  4.38768,  3.62562,  4.920,  4.840,  4.250,  3.770,  3.470,  3.200,  2.910,  2.870, 1460229369573307264, 1460229442589223424, bet Com                   ,                  , GJ 502    , HD 114710   , HIP 64394
267.60337872406, -00.27083206565, BD    , 2MASS J17502484-0016151 A   , 267.601612050, -00.269954648, 108.5809,   0.1985, 2020yCat.1350....0G            ,   -397.497222783,      0.212294490,    197.418999939,      0.151962040, 2020yCat.1350....0G           ,   19.0000,    3.0000, 2015ApJS..220...18B, L5.5    ,  2, 18.29400,       ,         , 16.67831,       ,       ,       , 19.980, 17.330, 13.294, 12.411, 11.849, 4371611781971072768, 4371611781971072768, 2MASS J17502484-0016151   ,                  ,           ,             , 
267.60337872406, -00.27083206565, BD?   , 2MASS J17502484-0016151 B   , 267.601612050, -00.269954648, 108.5809,   0.1985, FROM:2MASSJ17502484-0016151A   ,   -397.497222783,      0.212294490,    197.418999939,      0.151962040, FROM:2MASSJ17502484-0016151A  ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , 2MASS J17502484-0016151   ,                  ,           ,             , 
351.33141000000, -41.09307200000, BD    , WISEP J232519.54-410534.9   , 351.331410000, -41.093072000, 108.4000,   3.7000, 2019ApJS..240...19K            ,    398.000000000,     45.000000000,    212.000000000,     46.000000000, 2011ApJS..197...19K           ,          ,          ,                    , T9pec   , 20,         ,  24.84,         ,         ,       ,       ,       ,       ,       , 19.745, 19.216,       ,                    ,                    , WISEP J232519.54-410534.9 ,                  ,           ,             , 
077.14601876544, -18.17205247892, LM    , L 737-9 A                   , 077.148374453, -18.178273079, 108.3254,   0.0976, 2020yCat.1350....0G            ,    503.594094672,      0.065193176,  -1399.631795617,      0.082501910, 2020yCat.1350....0G           ,   33.9000,    1.1000, 2002AJ....123.3356G, M3.5    ,  3,  9.05489,       , 10.55050,  7.84169, 12.893, 11.809, 10.302,  9.161,  7.661,  6.175,  5.591,  5.314, 2976507997939000064, 2976507997939000064, L 737-9                   ,                  , GJ 190    ,             , HIP 23932
077.14601876544, -18.17205247892, LM?   , L 737-9 B                   , 077.148374453, -18.178273079, 108.3254,   0.0976, FROM:L737-9A                   ,    503.594094672,      0.065193176,  -1399.631795617,      0.082501910, FROM:L737-9                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , L 737-9                   ,                  ,           ,             , 
075.83368534542, -17.37353370502, LM    , LP 776-46                   , 075.832622235, -17.375510086, 108.2732,   0.0398, 2020yCat.1350....0G            ,   -228.287154866,      0.025345061,   -444.685087285,      0.027088790, 2020yCat.1350....0G           ,   15.4670,    0.0019, 2018A&A...616A...7S, M3      ,  3, 10.56169,       , 11.98372,  9.38499, 14.612, 13.371, 11.735, 10.603,  9.192,  7.819,  7.242,  6.936, 2976850598890038784, 2976850598890749824, LP 776-46                 ,                  , GJ 3325   ,             , HIP 23512
030.56767916457, +10.33720493141, LM    , LP 469-67                   , 030.564635816, +10.335957901, 108.2582,   0.0578, 2020yCat.1350....0G            ,   -673.639007789,      0.071452630,   -280.585052614,      0.053099472, 2020yCat.1350....0G           ,   20.0210,    0.0115, 2014MNRAS.439.3094B, M5.5    ,  3, 13.43526,       , 15.90845, 12.03475,       ,       ,       , 15.711,       ,  9.842,  9.254,  8.928, 2571094283835172736, 2571094283835172736, LP 469-67                 ,                  , GJ 3128   ,             , 
321.61085409387, -65.36619807138, *     , gam Pav                     , 321.611715812, -65.362639973, 108.0102,   0.1061, 2020yCat.1350....0G            ,     80.815247284,      0.079900935,    800.572689386,      0.093074110, 2020yCat.1350....0G           ,  -30.7000,    0.1500, 2010A&A...521A..12M, F9      ,  3,  4.08913,       ,  4.34965,  3.64407,  4.570,  4.700,  4.220,  3.750,  3.450,  3.270,  2.980,  2.910, 6401464693866921472, 6401464693867773568, gam Pav                   ,                  , GJ 827    , HD 203608   , HIP 105858
117.97779706917, -00.00340528375, LM    , G 112-50                    , 117.978968371, -00.006769121, 107.8488,   0.0421, 2020yCat.1350....0G            ,    263.542912898,      0.045528590,   -756.863381777,      0.033064620, 2020yCat.1350....0G           ,   93.8210,    5.7430, 2015ApJS..220...16T, M4.5    ,  3, 11.65347,       , 13.47924, 10.36337, 15.860, 14.950, 13.260, 11.900, 10.170,  8.496,  7.939,  7.661, 3085716990368639744, 3085716990368639744, G 112-50                  ,                  , GJ 1103   ,             , 
176.62946888768, -40.50035718570, *     , HD 102365 A                 , 176.620520576, -40.498565146, 107.3024,   0.0873, 2020yCat.1350....0G            ,  -1530.970510480,      0.060006490,    403.286574864,      0.073255050, 2020yCat.1350....0G           ,   16.9470,    0.0010, 2018A&A...616A...7S, G2      ,  3,  4.70168,       ,  5.05171,  4.19536,  5.650,  5.550,  4.880,  4.350,  3.970,  3.740,  3.370,  3.310, 5381537023379295232, 5381537023379295232, HD 102365                 ,                  , GJ 442 A  , HD 102365 A , HIP 57443
176.62052057600, -40.49856514600, Planet, HD 102365 A b               , 176.620520576, -40.498565146, 107.3024,   0.0873, FROM:HD102365A                 ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
176.63620781273, -40.49655687723, LM    , HD 102365 B                 , 176.627238335, -40.494862129, 107.4237,   0.0351, 2020yCat.1350....0G            ,  -1534.678749651,      0.025847597,    381.396361681,      0.029348876, 2020yCat.1350....0G           ,          ,          ,                    , M4      ,  3, 11.72475,       , 13.38212, 10.47297,       ,       , 15.430,       ,       ,  8.755,  8.230,  7.961, 5381537023379295744, 5381537023379295744, HD 102365B                ,                  , GJ 442 B  , HD 102365 B , 
184.48479630447, +16.44827124701, BD    , WISE J121756.90+162640.8 A  , 184.488710000, +16.442057000, 107.4000,   3.5000, 2021ApJS..253....7K            ,    754.900000000,      1.200000000,  -1249.800000000,      1.800000000, 2021ApJS..253....7K           ,          ,          ,                    , T9      , 20,         ,  24.73,         ,         ,       ,       ,       ,       ,       , 17.830, 18.180, 21.100,                    ,                    , WISE J121756.90+162640.8  ,                  ,           ,             , 
184.48479630447, +16.44827124701, BD    , WISE J121756.90+162640.8 B  , 184.488710000, +16.442057000, 107.4000,   3.5000, FROM:WISEJ121756.90+162640.8   ,    754.900000000,      1.200000000,  -1249.800000000,      1.800000000, FROM:WISEJ121756.90+162640.8  ,          ,          ,                    , Y0      , 20,         ,  24.73,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , WISE J121756.90+162640.8  ,                  ,           ,             , 
002.88258366373, +59.14441223901, LM    , 2MASS J00113182+5908400     , 002.874734924, +59.139226581, 107.3873,   0.0273, 2020yCat.1350....0G            ,   -905.721767415,      0.024964612,  -1166.826310611,      0.026552770, 2020yCat.1350....0G           ,  -45.3180,    5.3720, 2015ApJS..220...16T, M5.5    ,  3, 13.46799,       , 15.90147, 12.07987,       , 16.700, 15.680, 14.900, 12.010,  9.945,  9.393,  9.093,  423027104407576576,  423027104407576576, 2MASS J00113182+5908400   ,                  ,           ,             , 
031.27032879483, -17.61464874878, LM    , BD-18 359 A                 , 031.276275240, -17.615403066, 107.2972,   0.2307, 2020yCat.1350....0G            ,   1275.218139180,      0.304239600,   -169.701350384,      0.189187230, 2020yCat.1350....0G           ,   23.3400,    0.8700, 2002ApJS..141..503N, M3      ,  3,  9.17051,       , 10.43623,  8.04067, 12.860, 11.705, 10.189,  9.141,  7.851,  6.542,  5.898,  5.662, 5138510181584617856, 5138510181584617856, BD-18 359                 ,                  , GJ 84     ,             , HIP 9724
031.27032879483, -17.61464874878, LM?   , BD-18 359 B                 , 031.276275240, -17.615403066, 107.2972,   0.2307, FROM:BD-18359A                 ,   1275.218139180,      0.304239600,   -169.701350384,      0.189187230, FROM:BD-18 359                ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , BD-18 359                 ,                  ,           ,             , 
275.36732306000, +14.23357203790, BD    , 2MASS J18212815+1414010     , 275.368366521, +14.232473246, 107.0339,   0.1856, 2020yCat.1350....0G            ,    227.571358286,      0.181870650,   -247.228687616,      0.198261200, 2020yCat.1350....0G           ,    9.0800,    0.1700, 2016ApJS..225...10F, L5      ,  3, 18.67788,       , 21.34812, 17.05979,       ,       ,       ,       ,       , 13.431, 12.396, 11.650, 4485574134969389312, 4485574134969389312, 2MASS J18212815+1414010   ,                  ,           ,             , 
055.03896408301, -67.40123314015, BD    , 2MASSI J0340094-672405      , 055.035135367, -67.399012541, 106.8602,   0.4379, 2020yCat.1350....0G            ,   -331.038355337,      0.654375000,    499.645019336,      0.724256100, 2020yCat.1350....0G           ,          ,          ,                    , L7      ,  3, 20.07103,       , 21.70749, 18.38816,       ,       ,       ,       ,       , 14.742, 13.590, 12.925, 4667836363565989120, 4667836363565989120, 2MASSI J0340094-672405    ,                  ,           ,             , 
209.55800735267, +12.57886195202, LM    , Ross 837                    , 209.556506424, +12.582063477, 106.8404,   0.0413, 2020yCat.1350....0G            ,   -329.602982201,      0.041868787,    720.342182055,      0.027624499, 2020yCat.1350....0G           ,  -10.1310,    0.0250, 2020A&A...636A..36L, M3.5    ,  3, 11.05115,       , 12.52374,  9.86316,       , 13.910,       , 11.886,       ,  8.269,  7.687,  7.439, 3727747870210462464, 3727748630418376704, Ross 837                  ,                  , GJ 3817   ,             , 
074.72324041225, +64.58043564959, BD    , WISEPA J045853.89+643452.9 A, 074.725487000, +64.581763000, 106.7000,   2.8000, 2021ApJS..253....7K            ,    210.400000000,      1.000000000,    289.600000000,      1.000000000, 2021ApJS..253....7K           ,          ,          ,                    , T8.5    , 20,         ,  24.86,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , WISEP J045853.89+643452.9 ,                  ,           ,             , 
074.72324041225, +64.58043564959, BD    , WISEPA J045853.89+643452.9 B, 074.725487000, +64.581763000, 106.7000,   2.8000, FROM:WISEPAJ045853.89+643452.9A,    210.400000000,      1.000000000,    289.600000000,      1.000000000, FROM:WISEPAJ045853.89+643452.9,          ,          ,                    , T9.5    , 20,         ,  24.86,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , WISEP J045853.89+643452.9 ,                  ,           ,             , 
031.45231043241, -30.17664037021, LM    , CD-30 731                   , 031.449610334, -30.176178259, 106.6096,   0.0273, 2020yCat.1350....0G            ,   -525.190627743,      0.029572725,    103.981242001,      0.026675195, 2020yCat.1350....0G           ,   36.9000,   10.0000, 1996AJ....112.2799H, M2.5    ,  3, 11.05070,       , 12.43906,  9.89117, 15.096, 13.857, 12.167, 11.047,  9.685,  8.367,  7.867,  7.558, 5020179503252128768, 5020179503252128768, CD-30 731                 ,                  , GJ 3135   ,             , HIP 9786
069.44753028681, -08.81961662646, WD    , EGGR 41                     , 069.448602435, -08.826516219, 106.3390,   0.0152, 2020yCat.1350....0G            ,    238.380987336,      0.016594725,  -1552.407986458,      0.015985220, 2020yCat.1350....0G           ,          ,          ,                    , DQ8     ,  3, 13.60067,       , 13.80703, 13.23779,       , 14.240, 14.100,       ,       , 13.010, 12.910, 12.763, 3186021141200137472, 3186021141200137472, EGGR 41                   ,                  , GJ 3306   ,             , 
292.73063412419, -20.99393147243, BD    , WISEA J193054.55-205949.4   , 292.724868400, -20.999460500, 106.3000,   4.9000, 2021ApJS..253....7K            ,  -1047.500000000,     10.200000000,  -1075.900000000,      8.000000000, 2021ApJS..253....7K           ,          ,          ,                    , >Y1     , 20,         ,  24.26,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
288.06090181647, +02.88651042116, LM    , GJ 748 A                    , 288.068738368, +02.884047817, 106.2794,   1.0634, 2018yCat.1345....0G            ,   1760.987000000,      2.123000000,   -554.092000000,      2.249000000, 2018yCat.1345....0G           ,  -42.4000,    0.6000, 2006AstL...32..759G, M3.5e   ,  3,  9.88583,       , 11.30598,  8.68192, 13.722, 12.663, 11.143, 10.016,  8.534,  7.087,  6.572,  6.294, 4268226078065241600, 4268226078065241600, GJ 748                    ,                  , GJ 748    ,             , HIP 94349
288.06090181647, +02.88651042116, LM?   , GJ 748 B                    , 288.068738368, +02.884047817, 106.2794,   1.0634, FROM:GJ748A                    ,   1760.987000000,      2.123000000,   -554.092000000,      2.249000000, FROM:GJ748                    ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 748                    ,                  ,           ,             , 
146.12431986990, -45.77650767905, LM    , CD-45 5378                  , 146.121371893, -45.779097351, 106.1727,   0.0141, 2020yCat.1350....0G            ,   -462.620923411,      0.014188146,   -582.667660302,      0.015172922, 2020yCat.1350....0G           ,   47.7400,    0.0005, 2018A&A...616A...7S, M1      ,  3,  9.15875,       , 10.37346,  8.05818, 12.278, 11.372,  9.979,  9.019,  7.829,  6.632,  6.045,  5.780, 5412250540681250560, 5412250540681250560, CD-45 5378                ,                  , GJ 367    ,             , HIP 47780
144.00682173692, -21.66079933494, LM    , GJ 357                      , 144.007485123, -21.665200855, 105.9789,   0.0227, 2020yCat.1350....0G            ,    138.721790963,      0.022582345,   -990.341719069,      0.020470304, 2020yCat.1350....0G           ,  -34.5560,    0.0009, 2018A&A...616A...7S, M2.5    ,  3,  9.89166,       , 11.16944,  8.77319, 13.647, 12.480, 10.906,  9.858,  8.577,  7.340,  6.740,  6.475, 5664814198431308288, 5664814198431308288, L 678-39                  ,                  , GJ 357    ,             , HIP 47103
144.00748512300, -21.66520085500, Planet, GJ 357 b                    , 144.007485123, -21.665200855, 105.9789,   0.0227, FROM:GJ357                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
144.00748512300, -21.66520085500, Planet, GJ 357 c                    , 144.007485123, -21.665200855, 105.9789,   0.0227, FROM:GJ357                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
144.00748512300, -21.66520085500, Planet, GJ 357 d                    , 144.007485123, -21.665200855, 105.9789,   0.0227, FROM:GJ357                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
179.86400522834, -52.78858647799, LM    , 1RXS J115928.5-524717       , 179.856153096, -52.789161424, 105.7052,   0.0922, 2020yCat.1350....0G            ,  -1068.443568343,      0.089128210,   -129.304544589,      0.086901240, 2020yCat.1350....0G           ,          ,          ,                    , M9e     ,  3, 16.03926,       , 19.59065, 14.45828,       ,       ,       , 16.617, 14.490, 11.430, 10.763, 10.322, 5368479017141170304, 5368479017141170304, 1RXS J115928.5-524717     ,                  ,           ,             , 
092.58269504087, +82.10675515964, LM    , G 222-11                    , 092.584321747, +82.100816291, 105.6903,   0.0142, 2020yCat.1350....0G            ,     50.263181283,      0.016810235,  -1336.246156589,      0.015856493, 2020yCat.1350....0G           ,   -1.6140,    0.0014, 2018A&A...616A...7S, M2      ,  3,  9.47007,       , 10.71986,  8.35686,       , 12.214,       ,  9.500,       ,  6.869,  6.295,  6.061, 1143321672882274560, 1143321672882274560, G 222-11                  ,                  , GJ 226    ,             , HIP 29277
271.43605666239, -14.37846815581, LM    , UCAC4 379-100760            , 271.434474343, -14.378357626, 105.5229,   0.0361, 2020yCat.1350....0G            ,   -344.870029401,      0.036109783,     24.870389920,      0.027819794, 2020yCat.1350....0G           ,          ,          ,                    , M5.5    ,  3, 13.25521,       , 15.56058, 11.88221,       ,       ,       , 15.129,       ,  9.777,  9.209,  8.861, 4147112604476417792, 4147112604476417792, UCAC4 379-100760          ,                  ,           ,             , 
070.73239592009, +18.95816553842, LM    , GJ 176                      , 070.735481738, +18.953202926, 105.4275,   0.0210, 2020yCat.1350....0G            ,    656.646958303,      0.027073016,  -1116.593541367,      0.016278848, 2020yCat.1350....0G           ,   26.2360,    0.0006, 2018A&A...616A...7S, M2      ,  3,  9.00444,       , 10.21048,  7.90945, 12.668, 11.490,  9.951,  8.931,  7.702,  6.462,  5.824,  5.607, 3409711211681795584, 3409711211681795584, HD 285968                 ,                  , GJ 176    , HD 285968   , HIP 21932
070.73548173800, +18.95320292600, Planet, GJ 176 b                    , 070.735481738, +18.953202926, 105.4275,   0.0210, FROM:GJ176                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
189.46756706356, -52.00147845284, LM    , CD-51 6859                  , 189.460097271, -52.001346279, 105.3467,   0.0213, 2020yCat.1350....0G            ,  -1034.710114995,      0.018542260,     29.792264932,      0.016692130, 2020yCat.1350....0G           ,   -5.6390,    0.0006, 2018A&A...616A...7S, M3e     ,  3,  9.56501,       , 10.90596,  8.41659, 13.397, 12.198, 10.663,  9.586,  8.233,  6.864,  6.285,  6.020, 6078114541943893888, 6078114541943893888, CD-51 6859                ,                  , GJ 479    ,             , HIP 61629
130.33386941392, +59.49734557442, LM    , GJ 3512                     , 130.331590390, +59.491658651, 105.2935,   0.0313, 2020yCat.1350....0G            ,   -260.276185770,      0.022776890,  -1279.562233545,      0.025852703, 2020yCat.1350....0G           ,    6.1220,    0.0200, 2020A&A...636A..36L, M5.5    ,  3, 13.08228,       , 15.38326, 11.71208,       , 16.980,       , 14.100,       ,  9.615,  8.996,  8.668, 1040827088726734976, 1040827088726734976, G 234-45                  ,                  , GJ 3512   ,             , 
130.33159039000, +59.49165865100, Planet, GJ 3512 b                   , 130.331590390, +59.491658651, 105.2935,   0.0313, FROM:GJ3512                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
130.33159039000, +59.49165865100, Planet, GJ 3512 c                   , 130.331590390, +59.491658651, 105.2935,   0.0313, FROM:GJ3512                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
312.29151043488, -40.20167070578, LM?   , BPS CS 22879-0089 A         , 312.291116434, -40.201713782, 105.1555,   0.2656, 2018yCat.1345....0G            ,    -67.709000000,      0.346000000,     -9.692000000,      0.303000000, 2018yCat.1345....0G           ,    3.6520,    5.0550, 2013AJ....146..134K,         ,  3, 11.82914,       , 13.75682, 10.51999,       , 15.290, 13.530, 13.230,       ,  8.596,  8.018,  7.704, 6678510081826546048, 6678510081826546048, BPS CS 22879-0089         ,                  ,           ,             , 
312.29151043488, -40.20167070578, LM?   , BPS CS 22879-0089 B         , 312.291116434, -40.201713782, 105.1555,   0.2656, FROM:BPSCS22879-0089A          ,    -67.709000000,      0.346000000,     -9.692000000,      0.303000000, FROM:BPSCS22879-0089          ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , BPS CS 22879-0089         ,                  ,           ,             , 
139.27218254477, -77.82316207709, LM    , L 35-12                     , 139.285587589, -77.826746975, 105.0336,   0.0265, 2020yCat.1350....0G            ,    636.192299097,      0.037468106,   -806.529281935,      0.035823860, 2020yCat.1350....0G           ,          ,          ,                    , M4.5    ,  3, 11.55660,       , 13.40941, 10.25812,       , 14.740, 13.100, 11.800, 10.100,  8.329,  7.768,  7.448, 5203276810942065536, 5203276810942065536, L 35-12                   ,                  , GJ 1123   ,             , 
090.62164298132, +49.86559875892, LM    , G 192-15                    , 090.622107585, +49.861821037, 104.9590,   0.0347, 2020yCat.1350....0G            ,     67.381995841,      0.035047190,   -849.987642056,      0.027062858, 2020yCat.1350....0G           ,   20.2590,    0.0200, 2020A&A...636A..36L, M5      ,  3, 12.68153,       , 14.74970, 11.34499,       , 16.320,       , 13.400,       ,  9.350,  8.768,  8.435,  970354749937140736,  970354749937140736, G 192-15                  ,                  , GJ 3380   ,             , 
310.14109688653, +15.49964724054, LM    , G 144-25                    , 310.147188094, +15.502590198, 104.9190,   0.0300, 2020yCat.1350....0G            ,   1320.678689221,      0.025364675,    662.146668730,      0.024491120, 2020yCat.1350....0G           ,  -59.7820,    0.0240, 2020A&A...636A..36L, M4.5    ,  3, 11.83739,       , 13.68515, 10.54305,       , 15.130, 13.410, 12.100, 10.360,  8.641,  8.075,  7.750, 1810616448010879488, 1810616448010879488, G 144-25                  ,                  , GJ 1256   ,             , 
265.98317909889, +43.37861111930, LM    , BD+43 2796                  , 265.983242310, +43.375930238, 104.9147,   0.0177, 2020yCat.1350....0G            ,     10.337355188,      0.020700373,   -603.198296057,      0.022626968, 2020yCat.1350....0G           ,  -14.2670,    0.0021, 2018A&A...616A...7S, M2.5    ,  3,  9.45010,       , 10.72628,  8.32849,       , 12.100, 10.490, 10.070,       ,  6.812,  6.221,  5.964, 1349047857580994560, 1349047857580994560, BD+43 2796                ,                  , GJ 694    ,             , HIP 86776
148.47988617344, +20.94633139791, LM    , G 42-24                     , 148.478239712, +20.948079179, 104.7638,   0.0357, 2020yCat.1350....0G            ,   -345.972642786,      0.041584440,    393.248968346,      0.050747205, 2020yCat.1350....0G           ,  -11.1000,    0.1760, 2018A&A...616A...7S, M4e     ,  3, 12.36353,       , 14.26042, 11.06203,       , 15.400,       , 13.729,       ,  9.208,  8.600,  8.326,  628080246633611520,  628080246633611520, G 42-24                   ,                  , GJ 3571   ,             , 
173.62286018511, -32.83133966478, *     , HD 100623 A                 , 173.619315134, -32.827684607, 104.6133,   0.0277, 2020yCat.1350....0G            ,   -670.230162690,      0.035807688,    822.399242835,      0.026112903, 2020yCat.1350....0G           ,  -22.0210,    0.0009, 2018A&A...616A...7S, K0      ,  3,  5.73832,       ,  6.15420,  5.15017,       ,  6.790,  5.980,  7.170,       ,  4.780,  4.140,  4.020, 3478127463341507072, 3478127463341507072, HD 100623                 ,                  , GJ 432 A  , HD 100623 A , HIP 56452
173.62699066919, -32.83400132293, WD    , HD 100623 B                 , 173.623278512, -32.830317252, 104.6570,   0.0267, 2020yCat.1350....0G            ,   -701.802332534,      0.032080773,    828.928287699,      0.019820750, 2020yCat.1350....0G           ,          ,          ,                    , DC      ,  3, 14.54831,       , 14.91783, 13.98083,       , 17.000, 15.000,       ,       ,       ,       ,       , 3478127467639543296, 3478127467639543296, HD 100623B                ,                  , GJ 432 B  , HD 100623 B , 
306.52209221212, +58.57296678203, LM    , Wolf 1069                   , 306.524317260, +58.575379715, 104.4415,   0.0261, 2020yCat.1350....0G            ,    261.037647533,      0.032296695,    542.905592839,      0.031316657, 2020yCat.1350....0G           ,  -60.0470,    0.0200, 2020A&A...636A..36L, M5      ,  3, 12.35227,       , 14.36792, 11.02661,       , 15.830,       , 13.811,       ,  9.029,  8.483,  8.095, 2188318517720321664, 2188318517720321664, Wolf 1069                 ,                  , GJ 1253   ,             , 
